grts_address;stratum;activity_group_id;date_start;date_start_new;dt_min
31414;91E0_vm;4;2025-10-01;2025-07-01;-92
31414;91E0_vm;9;2026-04-01;2025-10-01;-182
31414;91E0_vm;28;2025-10-01;2025-07-01;-92
31641;9130_end;4;2026-01-01;2025-07-01;-184
31641;9130_end;9;2026-07-01;2026-01-01;-181
31641;9130_end;28;2026-01-01;2025-07-01;-184
31797;6510_hu;4;2025-10-01;2025-07-01;-92
31797;6510_hu;9;2026-04-01;2025-10-01;-182
31797;6510_hu;28;2025-10-01;2025-07-01;-92
31801;9130_end;4;2026-04-01;2025-07-01;-274
31801;9130_end;9;2026-10-01;2026-01-01;-273
31801;9130_end;28;2026-04-01;2025-07-01;-274
32857;9130_end;4;2026-07-01;2025-10-01;-273
32857;9130_end;28;2026-07-01;2025-10-01;-273
35353;6510_hu;4;2026-01-01;2025-07-01;-184
35353;6510_hu;9;2026-07-01;2026-01-01;-181
35353;6510_hu;28;2026-01-01;2025-07-01;-184
36169;6510_hu;4;2026-04-01;2025-10-01;-182
36169;6510_hu;9;2026-10-01;2026-04-01;-183
36169;6510_hu;28;2026-04-01;2025-10-01;-182
37049;9130_end;4;2026-10-01;2025-10-01;-365
37049;9130_end;28;2026-10-01;2025-10-01;-365
38937;9130_end;4;2026-10-01;2026-01-01;-273
38937;9130_end;28;2026-10-01;2026-01-01;-273
39718;9160;4;2026-07-01;2025-10-01;-273
39718;9160;28;2026-07-01;2025-10-01;-273
40169;91E0_vm;4;2025-10-01;2025-07-01;-92
40169;91E0_vm;9;2026-04-01;2025-10-01;-182
40169;91E0_vm;28;2025-10-01;2025-07-01;-92
41814;6510_hu;4;2026-07-01;2025-10-01;-273
41814;6510_hu;28;2026-07-01;2025-10-01;-273
42706;91E0_vm;4;2026-04-01;2025-10-01;-182
42706;91E0_vm;9;2026-10-01;2026-04-01;-183
42706;91E0_vm;28;2026-04-01;2025-10-01;-182
45350;9160;4;2026-10-01;2026-01-01;-273
45350;9160;28;2026-10-01;2026-01-01;-273
45526;91E0_vm;4;2026-07-01;2025-10-01;-273
45526;91E0_vm;28;2026-07-01;2025-10-01;-273
45726;91E0_vm;4;2026-10-01;2026-01-01;-273
45726;91E0_vm;28;2026-10-01;2026-01-01;-273
46662;6510_hu;4;2026-10-01;2026-01-01;-273
46662;6510_hu;28;2026-10-01;2026-01-01;-273
47446;6510_hu;4;2026-10-01;2026-04-01;-183
47446;6510_hu;28;2026-10-01;2026-04-01;-183
48897;6230_hmo;4;2026-10-01;2026-07-01;-92
48897;6230_hmo;28;2026-10-01;2026-07-01;-92
65529;6430_hf;9;2025-10-01;2026-01-01;92
70250;9190;9;2025-10-01;2026-01-01;92
79478;4010;4;2026-01-01;2025-10-01;-92
79478;4010;9;2026-07-01;2026-04-01;-91
79478;4010;28;2026-01-01;2025-10-01;-92
79838;9190;9;2026-01-01;2025-10-01;-92
79865;6430_hf;4;2025-10-01;2025-07-01;-92
79865;6430_hf;9;2026-04-01;2025-10-01;-182
79865;6430_hf;28;2025-10-01;2025-07-01;-92
81886;9190;4;2025-10-01;2025-07-01;-92
81886;9190;9;2026-04-01;2026-01-01;-90
81886;9190;11;2025-10-01;2025-07-01;-92
81886;9190;13;2025-10-01;2025-07-01;-92
81886;9190;28;2025-10-01;2025-07-01;-92
81985;4010;4;2026-04-01;2026-01-01;-90
81985;4010;9;2026-10-01;2026-07-01;-92
81985;4010;28;2026-04-01;2026-01-01;-90
82654;4010;9;2025-10-01;2026-01-01;92
83694;9190;4;2025-10-01;2025-07-01;-92
83694;9190;9;2026-04-01;2026-01-01;-90
83694;9190;11;2025-10-01;2025-07-01;-92
83694;9190;13;2025-10-01;2025-07-01;-92
83694;9190;28;2025-10-01;2025-07-01;-92
84598;7150;4;2025-10-01;2025-07-01;-92
84598;7150;9;2026-04-01;2025-10-01;-182
84598;7150;28;2025-10-01;2025-07-01;-92
87250;4010;4;2026-07-01;2026-04-01;-91
87250;4010;28;2026-07-01;2026-04-01;-91
88274;9190;4;2026-01-01;2025-10-01;-92
88274;9190;9;2026-07-01;2026-04-01;-91
88274;9190;28;2026-01-01;2025-10-01;-92
90745;6430_hf;4;2025-10-01;2025-07-01;-92
90745;6430_hf;9;2026-04-01;2026-01-01;-90
90745;6430_hf;11;2025-10-01;2025-07-01;-92
90745;6430_hf;13;2025-10-01;2025-07-01;-92
90745;6430_hf;28;2025-10-01;2025-07-01;-92
91030;9190;4;2026-01-01;2025-10-01;-92
91030;9190;9;2026-07-01;2026-04-01;-91
91030;9190;28;2026-01-01;2025-10-01;-92
92382;4010;4;2026-10-01;2026-07-01;-92
92382;4010;28;2026-10-01;2026-07-01;-92
94942;4010;9;2026-01-01;2025-10-01;-92
95710;4010;4;2026-10-01;2026-07-01;-92
95710;4010;28;2026-10-01;2026-07-01;-92
99294;9190;4;2026-04-01;2026-01-01;-90
99294;9190;9;2026-10-01;2026-07-01;-92
99294;9190;28;2026-04-01;2026-01-01;-90
102198;9190;4;2026-04-01;2026-01-01;-90
102198;9190;9;2026-10-01;2026-07-01;-92
102198;9190;28;2026-04-01;2026-01-01;-90
102806;9190;4;2026-07-01;2026-04-01;-91
102806;9190;28;2026-07-01;2026-04-01;-91
104670;9190;4;2026-07-01;2026-04-01;-91
104670;9190;28;2026-07-01;2026-04-01;-91
105458;4010;4;2026-04-01;2025-07-01;-274
105458;4010;9;2026-10-01;2026-01-01;-273
105458;4010;28;2026-04-01;2025-07-01;-274
110190;9190;4;2026-07-01;2026-04-01;-91
110190;9190;28;2026-07-01;2026-04-01;-91
111326;4010;4;2025-10-01;2025-07-01;-92
111326;4010;9;2026-04-01;2026-01-01;-90
111326;4010;11;2025-10-01;2025-07-01;-92
111326;4010;13;2025-10-01;2025-07-01;-92
111326;4010;28;2025-10-01;2025-07-01;-92
111542;91E0_vo;9;2025-10-01;2026-01-01;92
114454;6430_hf;4;2026-01-01;2025-07-01;-184
114454;6430_hf;9;2026-07-01;2026-01-01;-181
114454;6430_hf;28;2026-01-01;2025-07-01;-184
115430;6430_hf;4;2026-04-01;2025-10-01;-182
115430;6430_hf;9;2026-10-01;2026-04-01;-183
115430;6430_hf;28;2026-04-01;2025-10-01;-182
115846;9190;4;2026-10-01;2026-07-01;-92
115846;9190;28;2026-10-01;2026-07-01;-92
119254;9190;4;2026-10-01;2026-07-01;-92
119254;9190;28;2026-10-01;2026-07-01;-92
120110;7150;4;2026-10-01;2025-07-01;-457
120110;7150;28;2026-10-01;2025-07-01;-457
127198;9190;4;2026-10-01;2026-07-01;-92
127198;9190;28;2026-10-01;2026-07-01;-92
131806;4010;4;2026-04-01;2026-01-01;-90
131806;4010;9;2026-10-01;2026-07-01;-92
131806;4010;28;2026-04-01;2026-01-01;-90
137042;91E0_vo;4;2025-10-01;2025-07-01;-92
137042;91E0_vo;9;2026-04-01;2026-01-01;-90
137042;91E0_vo;11;2025-10-01;2025-07-01;-92
137042;91E0_vo;13;2025-10-01;2025-07-01;-92
137042;91E0_vo;28;2025-10-01;2025-07-01;-92
153017;91E0_vc;4;2025-10-01;2025-07-01;-92
153017;91E0_vc;9;2026-04-01;2026-01-01;-90
153017;91E0_vc;28;2025-10-01;2025-07-01;-92
157497;6430_hf;4;2026-04-01;2025-10-01;-182
157497;6430_hf;9;2026-10-01;2026-04-01;-183
157497;6430_hf;28;2026-04-01;2025-10-01;-182
157657;91E0_vc;4;2025-10-01;2025-07-01;-92
157657;91E0_vc;9;2026-04-01;2025-10-01;-182
157657;91E0_vc;28;2025-10-01;2025-07-01;-92
159414;91E0_vo;4;2026-01-01;2025-10-01;-92
159414;91E0_vo;9;2026-07-01;2026-04-01;-91
159414;91E0_vo;28;2026-01-01;2025-10-01;-92
160694;7150;4;2026-04-01;2025-07-01;-274
160694;7150;9;2026-10-01;2026-01-01;-273
160694;7150;28;2026-04-01;2025-07-01;-274
176862;4010;4;2026-10-01;2026-04-01;-183
176862;4010;28;2026-10-01;2026-04-01;-183
179462;6430_hf;4;2026-07-01;2026-01-01;-181
179462;6430_hf;28;2026-07-01;2026-01-01;-181
183033;91E0_vc;4;2026-01-01;2025-07-01;-184
183033;91E0_vc;9;2026-07-01;2026-01-01;-181
183033;91E0_vc;28;2026-01-01;2025-07-01;-184
187382;91E0_vo;4;2026-04-01;2026-01-01;-90
187382;91E0_vo;9;2026-10-01;2026-07-01;-92
187382;91E0_vo;28;2026-04-01;2026-01-01;-90
188022;91E0_vo;4;2026-07-01;2026-04-01;-91
188022;91E0_vo;28;2026-07-01;2026-04-01;-91
189918;7150;4;2026-07-01;2025-10-01;-273
189918;7150;28;2026-07-01;2025-10-01;-273
192473;91E0_vc;4;2026-04-01;2025-10-01;-182
192473;91E0_vc;9;2026-10-01;2026-04-01;-183
192473;91E0_vc;28;2026-04-01;2025-10-01;-182
193462;7150;4;2026-10-01;2026-01-01;-273
193462;7150;28;2026-10-01;2026-01-01;-273
196022;91E0_vo;4;2026-10-01;2026-04-01;-183
196022;91E0_vo;28;2026-10-01;2026-04-01;-183
198137;91E0_vc;4;2026-07-01;2025-10-01;-273
198137;91E0_vc;28;2026-07-01;2025-10-01;-273
201689;91E0_vc;4;2026-10-01;2026-01-01;-273
201689;91E0_vc;28;2026-10-01;2026-01-01;-273
203446;6430_hf;4;2026-10-01;2026-04-01;-183
203446;6430_hf;28;2026-10-01;2026-04-01;-183
211193;91E0_vc;4;2026-10-01;2026-04-01;-183
211193;91E0_vc;28;2026-10-01;2026-04-01;-183
236530;4010;4;2026-07-01;2026-04-01;-91
236530;4010;28;2026-07-01;2026-04-01;-91
243433;91E0_sf;4;2025-10-01;2025-07-01;-92
243433;91E0_sf;9;2026-04-01;2025-10-01;-182
243433;91E0_sf;28;2025-10-01;2025-07-01;-92
289250;91E0_sf;4;2026-01-01;2025-07-01;-184
289250;91E0_sf;9;2026-07-01;2026-01-01;-181
289250;91E0_sf;28;2026-01-01;2025-07-01;-184
289513;91E0_sf;4;2026-04-01;2025-07-01;-274
289513;91E0_sf;9;2026-10-01;2026-01-01;-273
289513;91E0_sf;28;2026-04-01;2025-07-01;-274
292585;91E0_sf;4;2026-07-01;2025-10-01;-273
292585;91E0_sf;28;2026-07-01;2025-10-01;-273
299701;1330_hpr;4;2025-07-01;2026-01-01;184
299701;1330_hpr;9;2026-01-01;2026-07-01;181
299701;1330_hpr;28;2025-07-01;2026-01-01;184
306162;91E0_sf;4;2026-10-01;2026-01-01;-273
306162;91E0_sf;28;2026-10-01;2026-01-01;-273
306713;6510_hua;4;2025-07-01;2025-10-01;92
306713;6510_hua;9;2026-01-01;2026-04-01;90
306713;6510_hua;28;2025-07-01;2025-10-01;92
311342;3130_aom_0_1;4;2026-04-01;2025-07-01;-274
311342;3130_aom_0_1;15;2026-10-01;2026-01-01;-273
311342;3130_aom_0_1;27;2026-04-01;2025-07-01;-274
311342;3130_aom_0_1;28;2026-04-01;2025-07-01;-274
312857;6510_hua;4;2025-07-01;2026-01-01;184
312857;6510_hua;9;2025-10-01;2026-07-01;273
312857;6510_hua;28;2025-07-01;2026-01-01;184
327153;6510_hua;4;2025-10-01;2026-10-01;365
327153;6510_hua;28;2025-10-01;2026-10-01;365
330985;91E0_sf;4;2026-10-01;2026-04-01;-183
330985;91E0_sf;28;2026-10-01;2026-04-01;-183
355910;9120;4;2026-04-01;2025-07-01;-274
355910;9120;9;2026-07-01;2026-01-01;-181
355910;9120;28;2026-04-01;2025-07-01;-274
356146;9120;4;2026-07-01;2025-07-01;-365
356146;9120;9;2026-10-01;2025-10-01;-365
356146;9120;28;2026-07-01;2025-07-01;-365
425702;7140_meso;9;2025-10-01;2026-01-01;92
442414;91E0_vo;4;2026-10-01;2025-10-01;-365
442414;91E0_vo;28;2026-10-01;2025-10-01;-365
450229;1330_hpr;4;2025-10-01;2026-07-01;273
450229;1330_hpr;28;2025-10-01;2026-07-01;273
454998;3130_aom_0_1;4;2026-10-01;2025-10-01;-365
454998;3130_aom_0_1;27;2026-10-01;2025-10-01;-365
454998;3130_aom_0_1;28;2026-10-01;2025-10-01;-365
455349;1330_hpr;4;2026-01-01;2026-10-01;273
455349;1330_hpr;28;2026-01-01;2026-10-01;273
471990;7140_meso;9;2026-01-01;2025-10-01;-92
498886;6410_mo;9;2025-10-01;2026-01-01;92
511273;6430_hw;9;2026-01-01;2025-10-01;-92
529234;3130_aom_1_5;15;2026-01-01;2025-10-01;-92
539957;2190_a_0_1;15;2025-10-01;2026-01-01;92
557494;7140_meso;4;2026-04-01;2025-10-01;-182
557494;7140_meso;9;2026-10-01;2026-04-01;-183
557494;7140_meso;28;2026-04-01;2025-10-01;-182
587382;7140_oli;4;2025-07-01;2025-10-01;92
587382;7140_oli;9;2026-01-01;2026-04-01;90
587382;7140_oli;28;2025-07-01;2025-10-01;92
602258;3150_0_1;4;2026-01-01;2025-07-01;-184
602258;3150_0_1;15;2026-07-01;2026-01-01;-181
602258;3150_0_1;27;2026-01-01;2025-07-01;-184
602258;3150_0_1;28;2026-01-01;2025-07-01;-184
606290;6430_hw;9;2025-10-01;2026-01-01;92
656798;6410_mo;4;2025-10-01;2025-07-01;-92
656798;6410_mo;9;2026-04-01;2025-10-01;-182
656798;6410_mo;28;2025-10-01;2025-07-01;-92
662802;3260;15;2025-10-01;2026-01-01;92
670646;7140_meso;4;2026-07-01;2026-01-01;-181
670646;7140_meso;28;2026-07-01;2026-01-01;-181
673910;7140_oli;4;2025-07-01;2026-01-01;184
673910;7140_oli;9;2026-01-01;2026-07-01;181
673910;7140_oli;28;2025-07-01;2026-01-01;184
681846;3150_0_1;4;2026-07-01;2025-07-01;-365
681846;3150_0_1;27;2026-07-01;2025-07-01;-365
681846;3150_0_1;28;2026-07-01;2025-07-01;-365
687846;3130_na_0_1;4;2026-01-01;2025-07-01;-184
687846;3130_na_0_1;15;2026-07-01;2026-01-01;-181
687846;3130_na_0_1;27;2026-01-01;2025-07-01;-184
687846;3130_na_0_1;28;2026-01-01;2025-07-01;-184
696182;7140_meso;4;2026-07-01;2026-01-01;-181
696182;7140_meso;28;2026-07-01;2026-01-01;-181
696454;6230_hmo;9;2026-01-01;2025-10-01;-92
698433;6230_hmo;9;2026-01-01;2025-10-01;-92
702674;7140_oli;4;2025-07-01;2026-01-01;184
702674;7140_oli;9;2025-10-01;2026-07-01;273
702674;7140_oli;28;2025-07-01;2026-01-01;184
709330;7140_meso;4;2026-10-01;2026-04-01;-183
709330;7140_meso;28;2026-10-01;2026-04-01;-183
717750;7140_oli;4;2025-07-01;2026-04-01;274
717750;7140_oli;9;2025-10-01;2026-10-01;365
717750;7140_oli;28;2025-07-01;2026-04-01;274
743377;6230_hmo;4;2025-10-01;2025-07-01;-92
743377;6230_hmo;9;2026-04-01;2026-01-01;-90
743377;6230_hmo;11;2025-10-01;2025-07-01;-92
743377;6230_hmo;13;2025-10-01;2025-07-01;-92
743377;6230_hmo;28;2025-10-01;2025-07-01;-92
755934;6230_hmo;4;2025-10-01;2025-07-01;-92
755934;6230_hmo;9;2026-04-01;2026-01-01;-90
755934;6230_hmo;11;2025-10-01;2025-07-01;-92
755934;6230_hmo;13;2025-10-01;2025-07-01;-92
755934;6230_hmo;28;2025-10-01;2025-07-01;-92
756982;3260;15;2026-01-01;2025-10-01;-92
773970;6230_hmo;4;2026-01-01;2025-10-01;-92
773970;6230_hmo;9;2026-07-01;2026-04-01;-91
773970;6230_hmo;28;2026-01-01;2025-10-01;-92
780114;6230_hmo;4;2026-01-01;2025-10-01;-92
780114;6230_hmo;9;2026-07-01;2026-04-01;-91
780114;6230_hmo;28;2026-01-01;2025-10-01;-92
790918;6410_mo;4;2026-01-01;2025-07-01;-184
790918;6410_mo;9;2026-07-01;2026-01-01;-181
790918;6410_mo;28;2026-01-01;2025-07-01;-184
826486;6230_hmo;4;2026-04-01;2026-01-01;-90
826486;6230_hmo;9;2026-10-01;2026-07-01;-92
826486;6230_hmo;28;2026-04-01;2026-01-01;-90
845889;6230_hmo;4;2026-07-01;2026-04-01;-91
845889;6230_hmo;28;2026-07-01;2026-04-01;-91
845889;6410_mo;4;2026-04-01;2025-10-01;-182
845889;6410_mo;9;2026-10-01;2026-04-01;-183
845889;6410_mo;28;2026-04-01;2025-10-01;-182
859446;6510_hus;4;2025-07-01;2026-01-01;184
859446;6510_hus;9;2026-01-01;2026-07-01;181
859446;6510_hus;28;2025-07-01;2026-01-01;184
862321;2190_a_0_1;15;2026-01-01;2025-10-01;-92
868790;6230_hmo;4;2026-07-01;2026-04-01;-91
868790;6230_hmo;28;2026-07-01;2026-04-01;-91
868790;6410_mo;4;2026-07-01;2026-01-01;-181
868790;6410_mo;28;2026-07-01;2026-01-01;-181
871858;3260;4;2025-10-01;2025-07-01;-92
871858;3260;11;2025-10-01;2025-07-01;-92
871858;3260;15;2026-04-01;2026-01-01;-90
871858;3260;16;2025-10-01;2025-07-01;-92
871858;3260;27;2025-10-01;2025-07-01;-92
871858;3260;28;2025-10-01;2025-07-01;-92
878290;7140_oli;4;2025-07-01;2026-07-01;365
878290;7140_oli;28;2025-07-01;2026-07-01;365
880094;7140_oli;4;2025-07-01;2026-07-01;365
880094;7140_oli;28;2025-07-01;2026-07-01;365
902185;3140_0_1;15;2026-01-01;2025-10-01;-92
906654;3130_na_0_1;4;2026-10-01;2026-01-01;-273
906654;3130_na_0_1;27;2026-10-01;2026-01-01;-273
906654;3130_na_0_1;28;2026-10-01;2026-01-01;-273
906654;3140_0_1;4;2026-01-01;2025-07-01;-184
906654;3140_0_1;15;2026-07-01;2026-01-01;-181
906654;3140_0_1;27;2026-01-01;2025-07-01;-184
906654;3140_0_1;28;2026-01-01;2025-07-01;-184
915062;7140_oli;4;2025-07-01;2026-10-01;457
915062;7140_oli;28;2025-07-01;2026-10-01;457
923730;3260;4;2026-01-01;2025-10-01;-92
923730;3260;15;2026-07-01;2026-04-01;-91
923730;3260;27;2026-01-01;2025-10-01;-92
923730;3260;28;2026-01-01;2025-10-01;-92
979286;6230_hmo;4;2026-10-01;2026-04-01;-183
979286;6230_hmo;28;2026-10-01;2026-04-01;-183
1006710;3260;4;2026-04-01;2025-10-01;-182
1006710;3260;15;2026-10-01;2026-04-01;-183
1006710;3260;27;2026-04-01;2025-10-01;-182
1006710;3260;28;2026-04-01;2025-10-01;-182
1006889;6430_hw;4;2025-07-01;2026-01-01;184
1006889;6430_hw;9;2025-10-01;2026-07-01;273
1006889;6430_hw;28;2025-07-01;2026-01-01;184
1018130;3260;4;2026-07-01;2026-01-01;-181
1018130;3260;27;2026-07-01;2026-01-01;-181
1018130;3260;28;2026-07-01;2026-01-01;-181
1027630;3260;4;2026-10-01;2026-04-01;-183
1027630;3260;27;2026-10-01;2026-04-01;-183
1027630;3260;28;2026-10-01;2026-04-01;-183
1032326;6230_hmo;4;2026-10-01;2026-07-01;-92
1032326;6230_hmo;28;2026-10-01;2026-07-01;-92
1129886;91E0_vn;9;2025-10-01;2026-01-01;92
1129886;91E0_vn;11;2025-10-01;2025-07-01;-92
1129886;91E0_vn;13;2025-10-01;2025-07-01;-92
1176286;4010;4;2026-01-01;2025-10-01;-92
1176286;4010;9;2026-07-01;2026-04-01;-91
1176286;4010;28;2026-01-01;2025-10-01;-92
1203497;6430_hw;4;2025-07-01;2026-07-01;365
1203497;6430_hw;28;2025-07-01;2026-07-01;365
1205598;6510_hus;4;2025-07-01;2026-10-01;457
1205598;6510_hus;28;2025-07-01;2026-10-01;457
1284318;3160_0_1;4;2025-10-01;2025-07-01;-92
1284318;3160_0_1;15;2026-04-01;2025-10-01;-182
1284318;3160_0_1;27;2025-10-01;2025-07-01;-92
1284318;3160_0_1;28;2025-10-01;2025-07-01;-92
1363273;6430_mr;4;2025-07-01;2026-01-01;184
1363273;6430_mr;9;2026-01-01;2026-07-01;181
1363273;6430_mr;28;2025-07-01;2026-01-01;184
1371953;2190_overig;4;2025-07-01;2026-04-01;274
1371953;2190_overig;9;2026-01-01;2026-10-01;273
1371953;2190_overig;28;2025-07-01;2026-04-01;274
1375541;2190_overig;4;2025-07-01;2026-07-01;365
1375541;2190_overig;28;2025-07-01;2026-07-01;365
1472305;2190_mp;4;2025-07-01;2025-10-01;92
1472305;2190_mp;9;2026-01-01;2026-04-01;90
1472305;2190_mp;28;2025-07-01;2025-10-01;92
1515321;91E0_va;4;2026-01-01;2025-07-01;-184
1515321;91E0_va;9;2026-07-01;2025-10-01;-273
1515321;91E0_va;28;2026-01-01;2025-07-01;-184
1516678;91E0_va;4;2026-10-01;2026-01-01;-273
1516678;91E0_va;28;2026-10-01;2026-01-01;-273
1554390;3160_0_1;4;2026-04-01;2025-10-01;-182
1554390;3160_0_1;15;2026-10-01;2026-04-01;-183
1554390;3160_0_1;27;2026-04-01;2025-10-01;-182
1554390;3160_0_1;28;2026-04-01;2025-10-01;-182
1576233;6430_hw;4;2025-10-01;2026-10-01;365
1576233;6430_hw;28;2025-10-01;2026-10-01;365
1584945;2190_overig;4;2025-07-01;2026-10-01;457
1584945;2190_overig;28;2025-07-01;2026-10-01;457
1660081;2190_mp;4;2025-07-01;2026-01-01;184
1660081;2190_mp;9;2026-01-01;2026-07-01;181
1660081;2190_mp;28;2025-07-01;2026-01-01;184
1676465;2190_mp;4;2025-07-01;2026-01-01;184
1676465;2190_mp;9;2025-10-01;2026-07-01;273
1676465;2190_mp;28;2025-07-01;2026-01-01;184
1677870;7140_oli;4;2025-07-01;2026-10-01;457
1677870;7140_oli;28;2025-07-01;2026-10-01;457
1685462;3160_0_1;4;2026-10-01;2026-04-01;-183
1685462;3160_0_1;27;2026-10-01;2026-04-01;-183
1685462;3160_0_1;28;2026-10-01;2026-04-01;-183
1723145;6430_mr;4;2025-07-01;2026-07-01;365
1723145;6430_mr;28;2025-07-01;2026-07-01;365
1735814;9160;9;2025-10-01;2026-01-01;92
1735814;9160;11;2025-10-01;2025-07-01;-92
1735814;9160;13;2025-10-01;2025-07-01;-92
1736754;9160;4;2026-01-01;2025-07-01;-184
1736754;9160;9;2026-07-01;2025-10-01;-273
1736754;9160;28;2026-01-01;2025-07-01;-184
1739974;9160;4;2026-10-01;2026-01-01;-273
1739974;9160;28;2026-10-01;2026-01-01;-273
1768757;2190_a_0_1;4;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;11;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;15;2026-04-01;2026-01-01;-90
1768757;2190_a_0_1;16;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;27;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;28;2025-10-01;2025-07-01;-92
1801525;2190_a_0_1;4;2026-01-01;2025-07-01;-184
1801525;2190_a_0_1;15;2026-07-01;2026-01-01;-181
1801525;2190_a_0_1;27;2026-01-01;2025-07-01;-184
1801525;2190_a_0_1;28;2026-01-01;2025-07-01;-184
1806302;3130_aom_1_5;4;2026-07-01;2025-07-01;-365
1806302;3130_aom_1_5;27;2026-07-01;2025-07-01;-365
1806302;3130_aom_1_5;28;2026-07-01;2025-07-01;-365
1830705;2190_a_0_1;4;2026-04-01;2025-10-01;-182
1830705;2190_a_0_1;15;2026-10-01;2026-04-01;-183
1830705;2190_a_0_1;27;2026-04-01;2025-10-01;-182
1830705;2190_a_0_1;28;2026-04-01;2025-10-01;-182
1896241;2190_mp;4;2025-07-01;2026-07-01;365
1896241;2190_mp;28;2025-07-01;2026-07-01;365
1899829;2190_mp;4;2025-07-01;2026-10-01;457
1899829;2190_mp;28;2025-07-01;2026-10-01;457
1902553;9130_end;4;2025-10-01;2025-07-01;-92
1902553;9130_end;9;2026-04-01;2026-01-01;-90
1902553;9130_end;11;2025-10-01;2025-07-01;-92
1902553;9130_end;13;2025-10-01;2025-07-01;-92
1902553;9130_end;28;2025-10-01;2025-07-01;-92
1904953;9130_end;4;2026-04-01;2025-10-01;-182
1904953;9130_end;9;2026-07-01;2026-04-01;-91
