The superuser for this database is:,salamandra,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
planners:,tom,tom,,,,,,,
list of other users:,"yglinga,jens,lise,wouter,floris,karen,janne,falk",yglinga,jens,lise,wouter,floris,karen,janne,falk
read-only users:,"ward,monkey",ward,,,,,,,
